strategy_id,strategy_code,strategy,description,transformation_specification,baseline_strategy_id
1020,SOIL:DEC_N_APPLIED_HIGHEST,Singleton - Decrease n applied to managed fields at highest intensity,,TX:SOIL:DEC_N_APPLIED_HIGHEST,0
1021,AF:ALL,Sectoral Composite - AFOLU,All (unique by transformer) AFOLU transformations,TX:AGRC:DEC_CH4_RICE|TX:AGRC:DEC_EXPORTS|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:AGRC:INC_CONSERVATION_AGRICULTURE|TX:AGRC:INC_PRODUCTIVITY|TX:LNDU:DEC_DEFORESTATION|TX:LNDU:DEC_SOC_LOSS_PASTURES|TX:LNDU:INC_REFORESTATION|TX:LNDU:INC_SILVOPASTURE|TX:LNDU:PLUR|TX:LSMM:INC_CAPTURE_BIOGAS|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS|TX:LSMM:INC_MANAGEMENT_OTHER|TX:LSMM:INC_MANAGEMENT_POULTRY|TX:LVST:DEC_ENTERIC_FERMENTATION|TX:LVST:DEC_EXPORTS|TX:LVST:INC_PRODUCTIVITY|TX:SOIL:DEC_LIME_APPLIED|TX:SOIL:DEC_N_APPLIED,0
2000,TRWW:INC_CAPTURE_BIOGAS,Singleton - Default Value - TRWW: Increase biogas capture,,TX:TRWW:INC_CAPTURE_BIOGAS,0
2001,TRWW:INC_COMPLIANCE_SEPTIC,Singleton - Default Value - TRWW: Increase septic compliance,,TX:TRWW:INC_COMPLIANCE_SEPTIC,0
2002,WALI:INC_TREATMENT_INDUSTRIAL,Singleton - Default Value - WALI: Improved industrial wastewater treatment,,TX:WALI:INC_TREATMENT_INDUSTRIAL,0
2003,WALI:INC_TREATMENT_RURAL,Singleton - Default Value - WALI: Improved rural wastewater treatment,,TX:WALI:INC_TREATMENT_RURAL,0
2004,WALI:INC_TREATMENT_URBAN,Singleton - Default Value - WALI: Improved urban wastewater treatment,,TX:WALI:INC_TREATMENT_URBAN,0
2005,WASO:DEC_CONSUMER_FOOD_WASTE,Singleton - Default Value - WASO: Consumer food waste reduction,,TX:WASO:DEC_CONSUMER_FOOD_WASTE,0
2006,WASO:DEC_CONSUMER_FOOD_WASTE_HIGHEST,Singleton - Highest implementation of consumer food waste reduction,,TX:WASO:DEC_CONSUMER_FOOD_WASTE_HIGHEST,0
2007,WASO:INC_ANAEROBIC_AND_COMPOST,Singleton - Default Value - WASO: Increase composting and biogas,,TX:WASO:INC_ANAEROBIC_AND_COMPOST,0
2008,WASO:INC_CAPTURE_BIOGAS,Singleton - Default Value - WASO: Increase biogas capture,,TX:WASO:INC_CAPTURE_BIOGAS,0
2009,WASO:INC_ENERGY_FROM_BIOGAS,Singleton - Default Value - WASO: Biogas for energy production,,TX:WASO:INC_ENERGY_FROM_BIOGAS,0
2010,WASO:INC_ENERGY_FROM_INCINERATION,Singleton - Default Value - WASO: Incineration for energy production,,TX:WASO:INC_ENERGY_FROM_INCINERATION,0
2011,WASO:INC_LANDFILLING,Singleton - Default Value - WASO: Increase landfilling,,TX:WASO:INC_LANDFILLING,0
2012,WASO:INC_RECYCLING,Singleton - Default Value - WASO: Increase recycling,,TX:WASO:INC_RECYCLING,0
2013,CE:ALL,Sectoral Composite - Circular Economy,All (unique by transformer) Circular Economy transformations,TX:TRWW:INC_CAPTURE_BIOGAS|TX:TRWW:INC_COMPLIANCE_SEPTIC|TX:WALI:INC_TREATMENT_INDUSTRIAL|TX:WALI:INC_TREATMENT_RURAL|TX:WALI:INC_TREATMENT_URBAN|TX:WASO:DEC_CONSUMER_FOOD_WASTE|TX:WASO:INC_ANAEROBIC_AND_COMPOST|TX:WASO:INC_CAPTURE_BIOGAS|TX:WASO:INC_ENERGY_FROM_BIOGAS|TX:WASO:INC_ENERGY_FROM_INCINERATION|TX:WASO:INC_LANDFILLING|TX:WASO:INC_RECYCLING,0
3000,CCSQ:INC_CAPTURE,Singleton - Default Value - CCSQ: Increase direct air capture,,TX:CCSQ:INC_CAPTURE,0
3001,ENTC:DEC_LOSSES,Singleton - Default Value - ENTC: Reduce transmission losses,,TX:ENTC:DEC_LOSSES,0
3002,ENTC:LEAST_COST_SOLUTION,Singleton - Default Value - ENTC: Least cost solution,,TX:ENTC:LEAST_COST_SOLUTION,0
3003,ENTC:TARGET_CLEAN_HYDROGEN,Singleton - Default Value - ENTC: Clean hydrogen,,TX:ENTC:TARGET_CLEAN_HYDROGEN,0
3004,ENTC:TARGET_RENEWABLE_ELEC,Singleton - Default Value - ENTC: 95% of electricity is generated by renewables in 2050,,TX:ENTC:TARGET_RENEWABLE_ELEC,0
3005,FGTV:DEC_LEAKS,Singleton - Default Value - FGTV: Minimize leaks,,TX:FGTV:DEC_LEAKS,0
3006,FGTV:INC_FLARE,Singleton - Default Value - FGTV: Maximize flaring,,TX:FGTV:INC_FLARE,0
3007,INEN:INC_EFFICIENCY_ENERGY,Singleton - Default Value - INEN: Maximize industrial energy efficiency,,TX:INEN:INC_EFFICIENCY_ENERGY,0
3008,INEN:INC_EFFICIENCY_PRODUCTION,Singleton - Default Value - INEN: Maximize industrial production efficiency,,TX:INEN:INC_EFFICIENCY_PRODUCTION,0
3009,INEN:INC_EFFICIENCY_ENERGY_HIGHEST,Singleton - Highest INEN Efficiency,,TX:INEN:INC_EFFICIENCY_ENERGY_HIGHEST,0
3010,INEN:SHIFT_FUEL_HEAT,Singleton - Default Value - INEN: Fuel switch high- and low-temp thermal processes. ,,TX:INEN:SHIFT_FUEL_HEAT,0
3011,SCOE:DEC_DEMAND_HEAT,Singleton - Default Value - SCOE: Reduce end-use demand for heat energy by improving building shell,,TX:SCOE:DEC_DEMAND_HEAT,0
3012,SCOE:INC_EFFICIENCY_APPLIANCE,Singleton - Default Value - SCOE: Increase appliance efficiency,,TX:SCOE:INC_EFFICIENCY_APPLIANCE,0
3013,SCOE:SHIFT_FUEL_HEAT,"Singleton - Default Value - SCOE: Switch to electricity for heat using heat pumps, electric stoves, etc.",,TX:SCOE:SHIFT_FUEL_HEAT,0
3014,TRDE:DEC_DEMAND,Singleton - Default Value - TRDE: Reduce demand for transport,,TX:TRDE:DEC_DEMAND,0
3015,TRNS:INC_EFFICIENCY_ELECTRIC,Singleton - Default Value - TRNS: Increase electric transportation energy efficiency,,TX:TRNS:INC_EFFICIENCY_ELECTRIC,0
3016,TRNS:INC_EFFICIENCY_NON_ELECTRIC,Singleton - Default Value - TRNS: Increase non-electric transportation energy efficiency,,TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,0
3017,TRNS:INC_OCCUPANCY_LIGHT_DUTY,Singleton - Default Value - TRNS: Increase occupancy for private vehicles,,TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,0
3018,TRNS:SHIFT_FUEL_LIGHT_DUTY,Singleton - Default Value - TRNS: Electrify light duty road transport,,TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,0
3019,TRNS:SHIFT_FUEL_MARITIME,Singleton - Default Value - TRNS: Fuel switch maritime,,TX:TRNS:SHIFT_FUEL_MARITIME,0
3020,TRNS:SHIFT_FUEL_MEDIUM_DUTY,Singleton - Default Value - TRNS: Fuel switch medium duty road transport,,TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,0
3021,TRNS:SHIFT_FUEL_RAIL,Singleton - Default Value - TRNS: Electrify rail,,TX:TRNS:SHIFT_FUEL_RAIL,0
3022,TRNS:SHIFT_MODE_FREIGHT,Singleton - Default Value - TRNS: Mode shift freight,,TX:TRNS:SHIFT_MODE_FREIGHT,0
3023,TRNS:SHIFT_MODE_PASSENGER,Singleton - Default Value - TRNS: Mode shift passenger vehicles to others,,TX:TRNS:SHIFT_MODE_PASSENGER,0
3024,TRNS:SHIFT_MODE_REGIONAL,Singleton - Default Value - TRNS: Mode shift regional passenger travel,,TX:TRNS:SHIFT_MODE_REGIONAL,0
3025,EN:ALL,Sectoral Composite - Energy,All (unique by transformer) Energy transformations,TX:CCSQ:INC_CAPTURE|TX:ENTC:DEC_LOSSES|TX:ENTC:LEAST_COST_SOLUTION|TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:ENTC:TARGET_RENEWABLE_ELEC|TX:FGTV:DEC_LEAKS|TX:FGTV:INC_FLARE|TX:INEN:INC_EFFICIENCY_ENERGY|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:INEN:SHIFT_FUEL_HEAT|TX:SCOE:DEC_DEMAND_HEAT|TX:SCOE:INC_EFFICIENCY_APPLIANCE|TX:SCOE:SHIFT_FUEL_HEAT|TX:TRDE:DEC_DEMAND|TX:TRNS:INC_EFFICIENCY_ELECTRIC|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_MARITIME|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY|TX:TRNS:SHIFT_FUEL_RAIL|TX:TRNS:SHIFT_MODE_FREIGHT|TX:TRNS:SHIFT_MODE_PASSENGER|TX:TRNS:SHIFT_MODE_REGIONAL,0
4000,IPPU:DEC_CLINKER,Singleton - Default Value - IPPU: Reduce cement clinker,,TX:IPPU:DEC_CLINKER,0
4001,IPPU:DEC_DEMAND,Singleton - Default Value - IPPU: Demand management,,TX:IPPU:DEC_DEMAND,0
4002,IPPU:DEC_HFCS,Singleton - Default Value - IPPU: Reduce use of HFCs,,TX:IPPU:DEC_HFCS,0
4003,IPPU:DEC_HFCS_HIGHEST,Singleton  - Highest reduction in HFCS,,TX:IPPU:DEC_HFCS_HIGHEST,0
4004,IPPU:DEC_N2O,Singleton - Default Value - IPPU: Reduce Nitrous Oxide emissions,,TX:IPPU:DEC_N2O,0
4005,IPPU:DEC_OTHER_FCS,Singleton - Default Value - IPPU: Reduce other fluorinated compounds,,TX:IPPU:DEC_OTHER_FCS,0
4006,IPPU:DEC_PFCS,Singleton - Default Value - IPPU: Reduce use of PFCs,,TX:IPPU:DEC_PFCS,0
4007,IP:ALL,Sectoral Composite - IPPU,All (unique by transformer) IPPU transformations,TX:IPPU:DEC_CLINKER|TX:IPPU:DEC_DEMAND|TX:IPPU:DEC_HFCS|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS,0
6000,PFLO:INC_HEALTHIER_DIETS,Singleton - Default Value - PFLO: Change diets,,TX:PFLO:INC_HEALTHIER_DIETS,0
6001,PFLO:INC_IND_CCS,Singleton - Default Value - PFLO: Industrial carbon capture and sequestration,,TX:PFLO:INC_IND_CCS,0
6002,PFLO:ALL,All Actions,All actions (unique by transformer),TX:AGRC:DEC_CH4_RICE|TX:AGRC:DEC_EXPORTS|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:AGRC:INC_CONSERVATION_AGRICULTURE|TX:AGRC:INC_PRODUCTIVITY|TX:CCSQ:INC_CAPTURE|TX:ENTC:DEC_LOSSES|TX:ENTC:LEAST_COST_SOLUTION|TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:ENTC:TARGET_RENEWABLE_ELEC|TX:FGTV:DEC_LEAKS|TX:FGTV:INC_FLARE|TX:INEN:INC_EFFICIENCY_ENERGY|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:INEN:SHIFT_FUEL_HEAT|TX:IPPU:DEC_CLINKER|TX:IPPU:DEC_DEMAND|TX:IPPU:DEC_HFCS|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS|TX:LNDU:DEC_DEFORESTATION|TX:LNDU:DEC_SOC_LOSS_PASTURES|TX:LNDU:INC_REFORESTATION|TX:LNDU:INC_SILVOPASTURE|TX:LNDU:PLUR|TX:LSMM:INC_CAPTURE_BIOGAS|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS|TX:LSMM:INC_MANAGEMENT_OTHER|TX:LSMM:INC_MANAGEMENT_POULTRY|TX:LVST:DEC_ENTERIC_FERMENTATION|TX:LVST:DEC_EXPORTS|TX:LVST:INC_PRODUCTIVITY|TX:PFLO:INC_HEALTHIER_DIETS|TX:PFLO:INC_IND_CCS|TX:SCOE:DEC_DEMAND_HEAT|TX:SCOE:INC_EFFICIENCY_APPLIANCE|TX:SCOE:SHIFT_FUEL_HEAT|TX:SOIL:DEC_LIME_APPLIED|TX:SOIL:DEC_N_APPLIED|TX:TRDE:DEC_DEMAND|TX:TRNS:INC_EFFICIENCY_ELECTRIC|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_MARITIME|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY|TX:TRNS:SHIFT_FUEL_RAIL|TX:TRNS:SHIFT_MODE_FREIGHT|TX:TRNS:SHIFT_MODE_PASSENGER|TX:TRNS:SHIFT_MODE_REGIONAL|TX:TRWW:INC_CAPTURE_BIOGAS|TX:TRWW:INC_COMPLIANCE_SEPTIC|TX:WALI:INC_TREATMENT_INDUSTRIAL|TX:WALI:INC_TREATMENT_RURAL|TX:WALI:INC_TREATMENT_URBAN|TX:WASO:DEC_CONSUMER_FOOD_WASTE|TX:WASO:INC_ANAEROBIC_AND_COMPOST|TX:WASO:INC_CAPTURE_BIOGAS|TX:WASO:INC_ENERGY_FROM_BIOGAS|TX:WASO:INC_ENERGY_FROM_INCINERATION|TX:WASO:INC_LANDFILLING|TX:WASO:INC_RECYCLING,0
6003,PFLO:CONSTRAINED,Constrained Climate Action,,TX:AGRC:DEC_CH4_RICE_LOWEST|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_LOW|TX:AGRC:INC_CONSERVATION_AGRICULTURE_LOWEST|TX:AGRC:INC_PRODUCTIVITY_LOWEST|TX:ENTC:DEC_LOSSES_LOWER|TX:ENTC:TARGET_RENEWABLE_ELEC_LOWEST|TX:FGTV:DEC_LEAKS_LOWEST|TX:INEN:INC_EFFICIENCY_ENERGY|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:IPPU:DEC_HFCS|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS|TX:LNDU:DEC_DEFORESTATION_LOWEST|TX:LNDU:PLUR|TX:LVST:INC_PRODUCTIVITY_LOW|TX:PFLO:INC_HEALTHIER_DIETS_LOWER|TX:SCOE:DEC_DEMAND_HEAT_LOWEST|TX:SCOE:INC_EFFICIENCY_APPLIANCE_LOW|TX:SOIL:DEC_LIME_APPLIED|TX:SOIL:DEC_N_APPLIED|TX:TRDE:DEC_DEMAND_LOWEST|TX:TRNS:INC_EFFICIENCY_ELECTRIC_LOWEST|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_LOWER|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_LOWEST|TX:TRNS:SHIFT_MODE_FREIGHT_LOWER|TX:TRNS:SHIFT_MODE_PASSENGER_LOWER|TX:TRNS:SHIFT_MODE_REGIONAL_LOWEST|TX:WALI:INC_TREATMENT_INDUSTRIAL_LOWEST|TX:WALI:INC_TREATMENT_RURAL_LOWEST|TX:WALI:INC_TREATMENT_URBAN_LOWEST|TX:WASO:DEC_CONSUMER_FOOD_WASTE|TX:WASO:INC_RECYCLING_LOWEST,0
6004,PFLO:UNCONSTRAINED,Unconstrained Cliamte Action,,TX:AGRC:DEC_CH4_RICE_LOWER|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:AGRC:INC_CONSERVATION_AGRICULTURE_LOWER|TX:AGRC:INC_PRODUCTIVITY|TX:CCSQ:INC_CAPTURE_LOWER|TX:ENTC:DEC_LOSSES|TX:ENTC:TARGET_CLEAN_HYDROGEN_LOWER|TX:ENTC:TARGET_RENEWABLE_ELEC_LOWER|TX:FGTV:DEC_LEAKS_LOWER|TX:FGTV:INC_FLARE|TX:INEN:INC_EFFICIENCY_ENERGY_HIGHER|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:INEN:SHIFT_FUEL_HEAT_LOWER|TX:IPPU:DEC_CLINKER|TX:IPPU:DEC_DEMAND|TX:IPPU:DEC_HFCS_HIGHER|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS|TX:LNDU:DEC_DEFORESTATION_LOWER|TX:LNDU:DEC_SOC_LOSS_PASTURES_LOWER|TX:LNDU:INC_REFORESTATION|TX:LNDU:INC_SILVOPASTURE|TX:LNDU:PLUR|TX:LSMM:INC_CAPTURE_BIOGAS|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_LOWER|TX:LSMM:INC_MANAGEMENT_OTHER_LOWER|TX:LSMM:INC_MANAGEMENT_POULTRY_LOWER|TX:LVST:DEC_ENTERIC_FERMENTATION_LOWER|TX:LVST:INC_PRODUCTIVITY|TX:PFLO:INC_HEALTHIER_DIETS|TX:PFLO:INC_IND_CCS_LOWER|TX:SCOE:DEC_DEMAND_HEAT|TX:SCOE:INC_EFFICIENCY_APPLIANCE|TX:SCOE:SHIFT_FUEL_HEAT_LOWER|TX:SOIL:DEC_LIME_APPLIED_HIGHEST|TX:SOIL:DEC_N_APPLIED_HIGHEST|TX:TRDE:DEC_DEMAND_LOWER|TX:TRNS:INC_EFFICIENCY_ELECTRIC_LOWER|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_LOWER|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_LOWER|TX:TRNS:SHIFT_FUEL_RAIL|TX:TRNS:SHIFT_MODE_FREIGHT|TX:TRNS:SHIFT_MODE_PASSENGER|TX:TRNS:SHIFT_MODE_REGIONAL_LOWER|TX:TRWW:INC_CAPTURE_BIOGAS|TX:TRWW:INC_COMPLIANCE_SEPTIC|TX:WALI:INC_TREATMENT_INDUSTRIAL_LOWER|TX:WALI:INC_TREATMENT_RURAL_LOWER|TX:WALI:INC_TREATMENT_URBAN_LOWER|TX:WASO:DEC_CONSUMER_FOOD_WASTE_HIGHER|TX:WASO:INC_ANAEROBIC_AND_COMPOST_LOWER|TX:WASO:INC_CAPTURE_BIOGAS|TX:WASO:INC_ENERGY_FROM_BIOGAS_LOWER|TX:WASO:INC_ENERGY_FROM_INCINERATION_LOWER|TX:WASO:INC_LANDFILLING_LOWER|TX:WASO:INC_RECYCLING_LOWER,0
6005,PFLO:NET_ZERO,Net Zero,,TX:AGRC:DEC_CH4_RICE|TX:AGRC:DEC_EXPORTS|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:AGRC:INC_CONSERVATION_AGRICULTURE|TX:AGRC:INC_PRODUCTIVITY_LOWER|TX:CCSQ:INC_CAPTURE|TX:ENTC:DEC_LOSSES|TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:ENTC:TARGET_RENEWABLE_ELEC|TX:FGTV:DEC_LEAKS|TX:FGTV:INC_FLARE|TX:INEN:INC_EFFICIENCY_ENERGY_HIGHEST|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:INEN:SHIFT_FUEL_HEAT|TX:IPPU:DEC_CLINKER|TX:IPPU:DEC_DEMAND|TX:IPPU:DEC_HFCS_HIGHEST|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS|TX:LNDU:DEC_DEFORESTATION|TX:LNDU:DEC_SOC_LOSS_PASTURES|TX:LNDU:INC_REFORESTATION|TX:LNDU:INC_SILVOPASTURE|TX:LNDU:PLUR|TX:LSMM:INC_CAPTURE_BIOGAS|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS|TX:LSMM:INC_MANAGEMENT_OTHER|TX:LSMM:INC_MANAGEMENT_POULTRY|TX:LVST:DEC_ENTERIC_FERMENTATION|TX:LVST:DEC_EXPORTS|TX:LVST:INC_PRODUCTIVITY|TX:PFLO:INC_HEALTHIER_DIETS|TX:PFLO:INC_IND_CCS|TX:SCOE:DEC_DEMAND_HEAT|TX:SCOE:INC_EFFICIENCY_APPLIANCE|TX:SCOE:SHIFT_FUEL_HEAT|TX:SOIL:DEC_LIME_APPLIED_HIGHEST|TX:SOIL:DEC_N_APPLIED_HIGHEST|TX:TRDE:DEC_DEMAND|TX:TRNS:INC_EFFICIENCY_ELECTRIC|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_MARITIME|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY|TX:TRNS:SHIFT_FUEL_RAIL|TX:TRNS:SHIFT_MODE_FREIGHT|TX:TRNS:SHIFT_MODE_PASSENGER|TX:TRNS:SHIFT_MODE_REGIONAL|TX:TRWW:INC_CAPTURE_BIOGAS|TX:TRWW:INC_COMPLIANCE_SEPTIC|TX:WALI:INC_TREATMENT_INDUSTRIAL|TX:WALI:INC_TREATMENT_RURAL|TX:WALI:INC_TREATMENT_URBAN|TX:WASO:DEC_CONSUMER_FOOD_WASTE_HIGHEST|TX:WASO:INC_ANAEROBIC_AND_COMPOST|TX:WASO:INC_CAPTURE_BIOGAS|TX:WASO:INC_ENERGY_FROM_BIOGAS|TX:WASO:INC_ENERGY_FROM_INCINERATION|TX:WASO:INC_LANDFILLING|TX:WASO:INC_RECYCLING,0
7001,TORNADO:AGRC:DEC_CH4_RICE,TORNADO:AGRC:DEC_CH4_RICE,,TX:AGRC:DEC_CH4_RICE|TX:LNDU:PLUR,0
7002,TORNADO:AGRC:DEC_EXPORTS,TORNADO:AGRC:DEC_EXPORTS,,TX:AGRC:DEC_EXPORTS|TX:LNDU:PLUR,0
7003,TORNADO:AGRC:DEC_LOSSES_SUPPLY_CHAIN,TORNADO:AGRC:DEC_LOSSES_SUPPLY_CHAIN,,TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:LNDU:PLUR,0
7004,TORNADO:AGRC:INC_CONSERVATION_AGRICULTURE,TORNADO:AGRC:INC_CONSERVATION_AGRICULTURE,,TX:AGRC:INC_CONSERVATION_AGRICULTURE|TX:LNDU:PLUR,0
7005,TORNADO:AGRC:INC_PRODUCTIVITY,TORNADO:AGRC:INC_PRODUCTIVITY,,TX:AGRC:INC_PRODUCTIVITY|TX:LNDU:PLUR,0
7006,TORNADO:CCSQ:INC_CAPTURE,TORNADO:CCSQ:INC_CAPTURE,,TX:CCSQ:INC_CAPTURE|TX:LNDU:PLUR,0
7007,TORNADO:ENTC:DEC_LOSSES,TORNADO:ENTC:DEC_LOSSES,,TX:ENTC:DEC_LOSSES|TX:LNDU:PLUR,0
7008,TORNADO:ENTC:TARGET_CLEAN_HYDROGEN,TORNADO:ENTC:TARGET_CLEAN_HYDROGEN,,TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:LNDU:PLUR,0
7009,TORNADO:ENTC:TARGET_RENEWABLE_ELEC,TORNADO:ENTC:TARGET_RENEWABLE_ELEC,,TX:ENTC:TARGET_RENEWABLE_ELEC|TX:LNDU:PLUR,0
7010,TORNADO:FGTV:DEC_LEAKS,TORNADO:FGTV:DEC_LEAKS,,TX:FGTV:DEC_LEAKS|TX:LNDU:PLUR,0
7011,TORNADO:FGTV:INC_FLARE,TORNADO:FGTV:INC_FLARE,,TX:FGTV:INC_FLARE|TX:LNDU:PLUR,0
7012,TORNADO:INEN:INC_EFFICIENCY_ENERGY_HIGHEST,TORNADO:INEN:INC_EFFICIENCY_ENERGY_HIGHEST,,TX:INEN:INC_EFFICIENCY_ENERGY_HIGHEST|TX:LNDU:PLUR,0
7013,TORNADO:INEN:INC_EFFICIENCY_PRODUCTION,TORNADO:INEN:INC_EFFICIENCY_PRODUCTION,,TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:LNDU:PLUR,0
7014,TORNADO:INEN:SHIFT_FUEL_HEAT,TORNADO:INEN:SHIFT_FUEL_HEAT,,TX:INEN:SHIFT_FUEL_HEAT|TX:LNDU:PLUR,0
7015,TORNADO:IPPU:DEC_CLINKER,TORNADO:IPPU:DEC_CLINKER,,TX:IPPU:DEC_CLINKER|TX:LNDU:PLUR,0
7016,TORNADO:IPPU:DEC_DEMAND,TORNADO:IPPU:DEC_DEMAND,,TX:IPPU:DEC_DEMAND|TX:LNDU:PLUR,0
7017,TORNADO:IPPU:DEC_HFCS_HIGHEST,TORNADO:IPPU:DEC_HFCS_HIGHEST,,TX:IPPU:DEC_HFCS_HIGHEST|TX:LNDU:PLUR,0
